1001100;2002004;500
1001100;2002005;500
1001100;2010000;30
1001100;2010002;50
1001100;2010001;106
1001100;2010003;100
1001100;2010004;310
1001100;2020028;3000
1001100;2030000;400
1001100;2030001;500
1001100;2060000;1
1001100;2061000;1
1001100;2070000;
1001100;2070001;
1001100;2070002;
1001100;2070003;
1001100;2070004;
1001100;2070005;
1001100;2070006;
1001100;2070007;
1001100;2070008;
1001100;2070009;
1001100;2070010;
1001100;2070011;
1001100;2070012;
1001100;2070013;
1001100;2070016;
1001100;2070018;
1001100;2330000;
1001100;2330001;
1001100;2330002;
1001100;2330003;
1001100;2330004;
1001100;2330005;
1001100;2331000;
1001100;2332000;
1011000;1452002;3000
1011000;1452003;6000
1011000;1452001;10000
1011000;1452000;20000
1011000;1462001;4000
1011000;1462002;8000
1011000;1462003;12000
1011000;1462000;30000
1011000;1302007;3000
1011000;1322007;6000
1011000;1322008;12000
1011000;1422004;20000
1011000;1442004;24000
1011000;2070000;
1011000;2070001;
1011000;2070002;
1011000;2070003;
1011000;2070004;
1011000;2070005;
1011000;2070006;
1011000;2070007;
1011000;2070008;
1011000;2070009;
1011000;2070010;
1011000;2070011;
1011000;2070016;
1011001;1002008;500
1011001;1002033;3000
1011001;1002012;3000
1011001;1002060;3000
1011001;1002061;3000
1011001;1002062;3000
1011001;1002063;3000
1011001;1002112;4000
1011001;1002113;4000
1011001;1002114;4000
1011001;1002115;4000
1011001;1002116;4000
1011001;1002117;12000
1011001;1002118;12000
1011001;1002119;12000
1011001;1002120;12000
1011001;1002121;12000
1011001;1002010;800
1011001;1002057;800
1011001;1002156;20000
1011001;1002157;20000
1011001;1002158;20000
1011001;1002159;20000
1011001;1002160;20000
1011001;1002161;30000
1011001;1002162;30000
1011001;1002163;30000
1011001;1002164;30000
1011001;1002165;30000
1011001;1032001;7000
1011001;1032003;7000
1011001;1040008;3200
1011001;1040071;3200
1011001;1040007;5500
1011001;1040011;5500
1011001;1040003;9000
1011001;1040022;15000
1011001;1040023;15000
1011001;1040024;15000
1011001;1040025;15000
1011001;1040067;50000
1011001;1040068;50000
1011001;1040069;50000
1011001;1040070;50000
1011001;1041007;3200
1011001;1041061;3200
1011001;1041008;5500
1011001;1041062;5500
1011001;1041063;5500
1011001;1041013;9000
1011001;1041027;9000
1011001;1041028;9000
1011001;1041032;15000
1011001;1041033;15000
1011001;1041034;15000
1011001;1041035;15000
1011001;1041054;50000
1011001;1041055;50000
1011001;1041056;50000
1011001;1060005;14000
1011001;1060056;44000
1011001;1060057;44000
1011001;1060058;44000
1011001;1060059;44000
1011001;1061009;3000
1011001;1061057;3000
1011001;1061006;5000
1011001;1061058;5000
1011001;1061059;5000
1011001;1061024;9000
1011001;1061025;9000
1011001;1061026;9000
1011001;1061050;44000
1011001;1061051;44000
1011001;1061052;44000
1011001;1062004;3000
1011001;1062002;9000
1011001;1062006;13000
1011001;1072015;1800
1011001;1072059;1800
1011001;1072016;4500
1011001;1072060;4500
1011001;1072061;4500
1011001;1072025;9000
1011001;1072026;9000
1011001;1072067;9000
1011001;1072068;9000
1011001;1072012;15000
1011001;1072054;15000
1011001;1072055;15000
1011001;1072056;15000
1011001;1072018;30000
1011001;1072064;30000
1011001;2070000;
1011001;2070001;
1011001;2070002;
1011001;2070003;
1011001;2070004;
1011001;2070005;
1011001;2070006;
1011001;2070007;
1011001;2070008;
1011001;2070009;
1011001;2070010;
1011001;2070011;
1011001;2070016;
1011100;2000000;50
1011100;2000001;160
1011100;2000002;320
1011100;2000003;200
1011100;2000006;620
1011100;2002000;500
1011100;2002001;400
1011100;2002002;500
1011100;2002004;500
1011100;2002005;500
1011100;2010000;30
1011100;2010002;50
1011100;2010001;106
1011100;2010003;100
1011100;2010004;310
1011100;2020028;3000
1011100;2030000;400
1011100;2030004;500
1011100;2060000;1
1011100;2061000;1
1011100;2050000;200
1011100;2050001;200
1011100;2050002;300
1011100;2120008;200
1011100;2070000;500
1011100;;
1011100;2070001;
1011100;2070002;
1011100;2070003;
1011100;2070004;
1011100;2070005;
1011100;2070006;
1011100;2070007;
1011100;2070008;
1011100;2070009;
1011100;2070010;
1011100;2070011;
1011100;2070016;
1012004;2120000;30
1012004;2260000;1000
1012004;4160000;1000
1012004;4160001;1000
1012004;4160002;1000
1021000;1302007;3000
1021000;1302005;6000
1021000;1302002;10000
1021000;1302006;10000
1021000;1302003;20000
1021000;1302008;40000
1021000;1332006;7000
1021000;1332008;10000
1021000;1332010;22000
1021000;1312001;6000
1021000;1312003;20000
1021000;1312005;40000
1021000;1322000;6000
1021000;1322002;10000
1021000;1322004;22000
1021000;1322014;40000
1021000;1402001;3000
1021000;1402000;12000
1021000;1402008;22000
1021000;1412001;3000
1021000;1412002;10000
1021000;1412000;22000
1021000;1412006;45000
1021000;1422000;3000
1021000;1422002;6000
1021000;1422003;10000
1021000;1422006;10000
1021000;1422004;20000
1021000;1432000;3000
1021000;1432001;7000
1021000;1442000;3000
1021000;1442006;8000
1021000;1442007;12000
1021000;1442004;24000
1021000;2070000;
1021000;2070001;
1021000;2070002;
1021000;2070003;
1021000;2070004;
1021000;2070005;
1021000;2070006;
1021000;2070007;
1021000;2070008;
1021000;2070009;
1021000;2070010;
1021000;2070011;
1021000;2070016;
1021001;1002043;2400
1021001;1002039;2700
1021001;1002051;3500
1021001;1002055;8700
1021001;1002059;8500
1021001;1002027;11500
1021001;1002005;19000
1021001;1040015;3200
1021001;1040038;3200
1021001;1040009;5500
1021001;1040037;5500
1021001;1040012;9000
1021001;1040039;9000
1021001;1040040;16000
1021001;1040016;16000
1021001;1040041;16000
1021001;1040021;40000
1021001;1040026;40000
1021001;1041014;3200
1021001;1041064;3200
1021001;1041019;9000
1021001;1041020;9000
1021001;1041021;9000
1021001;1041022;16000
1021001;1041023;16000
1021001;1041024;16000
1021001;1050005;15000
1021001;1050006;15000
1021001;1050007;15000
1021001;1050011;70000
1021001;1051000;8000
1021001;1051010;60000
1021001;1051011;60000
1021001;1051012;60000
1021001;1051013;60000
1021001;1060008;3000
1021001;1060028;3000
1021001;1060009;5000
1021001;1060027;5000
1021001;1060010;9000
1021001;1060029;9000
1021001;1060011;14000
1021001;1060030;14000
1021001;1060060;14000
1021001;1060016;38000
1021001;1060017;38000
1021001;1060018;38000
1021001;1060019;38000
1021001;1061014;3000
1021001;1061023;3000
1021001;1061016;9000
1021001;1061017;9000
1021001;1061018;9000
1021001;1061015;14000
1021001;1061019;14000
1021001;1061020;14000
1021001;1072009;5000
1021001;1072050;5000
1021001;1072007;10000
1021001;1072046;10000
1021001;1072047;10000
1021001;1072011;15000
1021001;1092005;4000
1021001;1092000;6000
1021001;2070000;
1021001;2070001;
1021001;2070002;
1021001;2070003;
1021001;2070004;
1021001;2070005;
1021001;2070006;
1021001;2070007;
1021001;2070008;
1021001;2070009;
1021001;2070010;
1021001;2070011;
1021001;2070016;
1021100;2000000;50
1021100;2000001;160
1021100;2000002;320
1021100;2000003;200
1021100;2000006;620
1021100;2002000;500
1021100;2002001;400
1021100;2002002;500
1021100;2002004;500
1021100;2002005;500
1021100;2010000;30
1021100;2010002;50
1021100;2010001;106
1021100;2010003;100
1021100;2010004;310
1021100;2030000;400
1021100;2030003;500
1021100;2060000;1
1021100;2061000;1
1021100;2050000;200
1021100;2050001;200
1021100;2050002;300
1021100;2120008;200
1021100;2070000;500
1021100;;
1021100;2070001;
1021100;2070002;
1021100;2070003;
1021100;2070004;
1021100;2070005;
1021100;2070006;
1021100;2070007;
1021100;2070008;
1021100;2070009;
1021100;2070010;
1021100;2070011;
1021100;2070016;
1031000;1372005;2000
1031000;1372006;5000
1031000;1372002;9000
1031000;1372004;18000
1031000;1372003;38000
1031000;1382000;3000
1031000;1382003;6000
1031000;1382005;6000
1031000;1382004;10000
1031000;1382002;20000
1031000;1322002;10000
1031000;2070000;
1031000;2070001;
1031000;2070002;
1031000;2070003;
1031000;2070004;
1031000;2070005;
1031000;2070006;
1031000;2070007;
1031000;2070008;
1031000;2070009;
1031000;2070010;
1031000;2070011;
1031000;2070016;
1031001;1002017;1200
1031001;1002102;3800
1031001;1002103;3800
1031001;1002104;3800
1031001;1002105;3800
1031001;1002106;3800
1031001;1002016;8000
1031001;1040004;2000
1031001;1040017;2000
1031001;1040018;8500
1031001;1040019;8500
1031001;1040020;8500
1031001;1041015;2000
1031001;1041016;2000
1031001;1041017;4000
1031001;1041018;4000
1031001;1041025;4000
1031001;1041026;4000
1031001;1041029;8500
1031001;1041030;8500
1031001;1041031;8500
1031001;1041041;42000
1031001;1041042;42000
1031001;1041043;42000
1031001;1050008;7000
1031001;1050009;7000
1031001;1050010;7000
1031001;1050001;16000
1031001;1050023;16000
1031001;1050024;16000
1031001;1050025;16000
1031001;1050003;40000
1031001;1050026;40000
1031001;1050027;40000
1031001;1050028;40000
1031001;1051004;16000
1031001;1051005;16000
1031001;1051003;16000
1031001;1060012;2000
1031001;1060013;2000
1031001;1060014;8000
1031001;1060015;8000
1031001;1061010;2000
1031001;1061011;2000
1031001;1061012;4000
1031001;1061013;4000
1031001;1061021;4000
1031001;1061022;4000
1031001;1061027;8000
1031001;1061028;8000
1031001;1061034;40000
1031001;1061035;40000
1031001;1061036;40000
1031001;1072006;1500
1031001;1072044;1500
1031001;1072045;1500
1031001;1072023;4000
1031001;1072024;4000
1031001;2070000;
1031001;2070001;
1031001;2070002;
1031001;2070003;
1031001;2070004;
1031001;2070005;
1031001;2070006;
1031001;2070007;
1031001;2070008;
1031001;2070009;
1031001;2070010;
1031001;2070011;
1031001;2070016;
1031100;2000000;50
1031100;2000001;160
1031100;2000002;320
1031100;2000003;192
1031100;2000006;604
1031100;2002000;500
1031100;2002001;400
1031100;2002002;500
1031100;2002004;500
1031100;2002005;500
1031100;2010000;30
1031100;2010002;50
1031100;2010001;106
1031100;2010003;97
1031100;2010004;305
1031100;2030000;400
1031100;2030002;500
1031100;2060000;1
1031100;2061000;1
1031100;2050000;200
1031100;2050001;200
1031100;2050002;300
1031100;2050003;500
1031100;2120008;200
1031100;2070000;500
1031100;;
1031100;2070001;
1031100;2070002;
1031100;2070003;
1031100;2070004;
1031100;2070005;
1031100;2070006;
1031100;2070007;
1031100;2070008;
1031100;2070009;
1031100;2070010;
1031100;2070011;
1031100;2070016;
1032103;2040000;35000
1032103;2040400;35000
1032103;2040600;35000
1032103;2040700;35000
1032103;2040300;35000
1032103;2044500;70000
1032103;2044600;70000
1032103;2043700;70000
1032103;2043800;70000
1051000;1302007;3000
1051000;1332000;4000
1051000;1332006;7000
1051000;1332002;8000
1051000;1332008;10000
1051000;1332013;15000
1051000;1332010;22000
1051000;1332004;38000
1051000;1332012;40000
1051000;1332009;42000
1051000;1322009;20000
1051000;1402001;3000
1051000;1412001;3000
1051000;1422000;3000
1051000;1432000;3000
1051000;1432001;7000
1051000;1442000;3000
1051000;1472000;3000
1051000;2070000;
1051000;2070001;
1051000;2070002;
1051000;2070003;
1051000;2070004;
1051000;2070005;
1051000;2070006;
1051000;2070007;
1051000;2070008;
1051000;2070009;
1051000;2070010;
1051000;2070011;
1051000;2070016;
1051001;1002122;900
1051001;1002123;900
1051001;1002124;900
1051001;1002125;900
1051001;1002126;900
1051001;1002001;3000
1051001;1002107;4000
1051001;1002108;4000
1051001;1002109;4000
1051001;1002110;4000
1051001;1002111;4000
1051001;1002127;12000
1051001;1002128;12000
1051001;1002129;12000
1051001;1002130;12000
1051001;1002131;12000
1051001;1002020;7400
1051001;1002096;7400
1051001;1002097;7400
1051001;1002146;20000
1051001;1002147;20000
1051001;1002148;20000
1051001;1002149;20000
1051001;1002150;20000
1051001;1002171;30000
1051001;1002172;30000
1051001;1002173;30000
1051001;1002174;30000
1051001;1002175;30000
1051001;1040031;3000
1051001;1040032;3000
1051001;1040033;3000
1051001;1040034;5000
1051001;1040035;5000
1051001;1040042;9000
1051001;1040043;9000
1051001;1040044;9000
1051001;1040048;16000
1051001;1040049;16000
1051001;1040050;16000
1051001;1040057;45000
1051001;1040058;45000
1051001;1040059;45000
1051001;1040060;45000
1051001;1041036;3000
1051001;1041037;3000
1051001;1041038;3000
1051001;1041044;5000
1051001;1041045;5000
1051001;1041003;9000
1051001;1041039;9000
1051001;1041040;9000
1051001;1041057;18000
1051001;1041058;18000
1051001;1041059;18000
1051001;1041060;18000
1051001;1041047;45000
1051001;1041048;45000
1051001;1041049;45000
1051001;1041050;45000
1051001;1060021;2800
1051001;1060022;2800
1051001;1060023;2800
1051001;1060024;4800
1051001;1060025;4800
1051001;1060031;8000
1051001;1060032;8000
1051001;1060033;8000
1051001;1060037;19000
1051001;1060038;19000
1051001;1060039;19000
1051001;1060043;40000
1051001;1060044;40000
1051001;1060045;40000
1051001;1060046;40000
1051001;1061029;2800
1051001;1061030;2800
1051001;1061031;2800
1051001;1061037;4800
1051001;1061038;4800
1051001;1061003;8000
1051001;1061032;8000
1051001;1061033;8000
1051001;1061040;12000
1051001;1061041;12000
1051001;1061042;12000
1051001;1061053;18000
1051001;1061054;18000
1051001;1061055;18000
1051001;1061056;18000
1051001;1061043;40000
1051001;1061044;40000
1051001;1061045;40000
1051001;1061046;40000
1051001;1072070;1800
1051001;1072071;1800
1051001;1072004;2000
1051001;1072042;2000
1051001;1072043;2000
1051001;1072028;4500
1051001;1072029;4500
1051001;1072030;4500
1051001;1072031;4500
1051001;1072022;9000
1051001;1072065;9000
1051001;1072066;9000
1051001;2070000;
1051001;2070001;
1051001;2070002;
1051001;2070003;
1051001;2070004;
1051001;2070005;
1051001;2070006;
1051001;2070007;
1051001;2070008;
1051001;2070009;
1051001;2070010;
1051001;2070011;
1051001;2070016;
1051002;2000000;50
1051002;2000001;160
1051002;2000002;320
1051002;2000003;200
1051002;2000006;620
1051002;2002000;500
1051002;2002001;400
1051002;2002002;500
1051002;2002004;500
1051002;2002005;500
1051002;2010000;30
1051002;2010002;50
1051002;2010001;106
1051002;2010003;100
1051002;2010004;310
1051002;2030000;400
1051002;2030005;500
1051002;2060000;1
1051002;2061000;1
1051002;2050000;200
1051002;2050001;200
1051002;2050002;300
1051002;2120008;200
1051002;2070000;500
1051002;;
1051002;2070001;
1051002;2070002;
1051002;2070003;
1051002;2070004;
1051002;2070005;
1051002;2070006;
1051002;2070007;
1051002;2070008;
1051002;2070009;
1051002;2070010;
1051002;2070011;
1051002;2070016;
1052014;2020007;620
1052014;2020008;1260
1052014;2020009;920
1052014;2020010;1860
1052104;2040000;35000
1052104;2040003;35000
1052104;2040500;35000
1052104;2040600;35000
1052104;2040700;35000
1052104;2040703;35000
1052104;2043000;70000
1052104;2043100;70000
1052104;2043200;70000
1052104;2044000;70000
1052104;2044100;70000
1052104;2044200;70000
1052104;2044300;70000
1052104;2044400;70000
1052104;2043300;70000
1052104;2044700;70000
1061001;2020001;220
1061001;2020005;320
1061001;2020003;450
1061001;2020004;450
1061001;2020006;530
1061001;2022003;1100
1061001;2020000;420
1061001;2022000;1650
1061001;2020002;320
1061001;2030000;400
1061001;2060000;2
1061001;2061000;2
1061001;2070000;500
1061001;;
1061001;2070001;
1061001;2070002;
1061001;2070003;
1061001;2070004;
1061001;2070005;
1061001;2070006;
1061001;2070007;
1061001;2070008;
1061001;2070009;
1061001;2070010;
1061001;2070011;
1061001;2070016;
1061002;2000000;50
1061002;2000001;160
1061002;2000002;320
1061002;2000003;200
1061002;2000006;620
1061002;2010000;30
1061002;2010002;50
1061002;2010001;106
1061002;2010003;100
1061002;2010004;310
1061002;2022000;1650
1061002;2022003;1100
1061002;2030000;400
1061002;2030006;600
1061002;2060000;1
1061002;2061000;1
1061002;2070000;500
1061002;;
1061002;2070001;
1061002;2070002;
1061002;2070003;
1061002;2070004;
1061002;2070005;
1061002;2070006;
1061002;2070007;
1061002;2070008;
1061002;2070009;
1061002;2070010;
1061002;2070011;
1061002;2070016;
1081000;2000000;50
1081000;2000001;160
1081000;2000002;320
1081000;2000003;200
1081000;2010000;30
1081000;2010002;50
1081000;2010001;106
1081000;2010003;100
1081000;2010004;310
1081000;2020001;220
1081000;2020005;320
1081000;2020003;450
1081000;2020004;450
1081000;2020006;530
1081000;2022003;1100
1081000;2020000;420
1081000;2022000;1650
1081000;2020002;320
1081000;2001000;3200
1081000;2001001;2300
1081000;2001002;4000
1081000;2070000;500
1081000;;
1081000;2070001;
1081000;2070002;
1081000;2070003;
1081000;2070004;
1081000;2070005;
1081000;2070006;
1081000;2070007;
1081000;2070008;
1081000;2070009;
1081000;2070010;
1081000;2070011;
1081000;2070016;
1091001;1002610;900
1091001;1002613;4000
1091001;1002616;12000
1091001;1002619;20000
1091001;1052095;4000
1091001;1052098;8000
1091001;1052101;16000
1091001;1052104;30000
1091001;1052107;60000
1091001;1072285;5000
1091001;1072288;8000
1091001;2070000;
1091001;2070001;
1091001;2070002;
1091001;2070003;
1091001;2070004;
1091001;2070005;
1091001;2070006;
1091001;2070007;
1091001;2070008;
1091001;2070009;
1091001;2070010;
1091001;2070011;
1091001;2070016;
1091002;2000000;50
1091002;2000001;160
1091002;2000002;320
1091002;2000003;200
1091002;2000006;620
1091002;2002000;500
1091002;2002001;400
1091002;2002002;500
1091002;2002004;500
1091002;2002005;500
1091002;2010000;30
1091002;2010002;50
1091002;2010001;106
1091002;2010003;100
1091002;2010004;310
1091002;2020028;3000
1091002;2030000;400
1091002;2030019;500
1091002;2060000;1
1091002;2061000;1
1091002;2070000;500
1091002;;
1091002;2070001;
1091002;2070002;
1091002;2070003;
1091002;2070004;
1091002;2070005;
1091002;2070006;
1091002;2070007;
1091002;2070008;
1091002;2070009;
1091002;2070010;
1091002;2070011;
1091002;2070016;
1093000;2022258;105
1093000;2070000;
1093000;2070001;
1093000;2070002;
1093000;2070003;
1093000;2070004;
1093000;2070005;
1093000;2070006;
1093000;2070007;
1093000;2070008;
1093000;2070009;
1093000;2070010;
1093000;2070011;
1093000;2070016;
2002001;3990000;100
2002001;3990001;100
2002001;3990002;100
2002001;3990003;100
2002001;3990004;100
2002001;3990005;100
2002001;3990006;100
2002001;3990007;100
2002001;3990008;100
2002001;3990009;100
2002001;3990010;100
2002001;3990011;100
2002001;3990012;100
2002001;3990013;100
2002001;3990014;100
2002001;3990015;100
2002001;3990016;100
2002001;3990017;100
2002001;3990018;100
2002001;3990019;100
2002001;3990020;100
2002001;3990021;100
2002001;3990022;100
2002001;3990023;100
2002001;3991000;100
2002001;3991001;100
2002001;3991002;100
2002001;3991003;100
2002001;3991004;100
2002001;3991005;100
2002001;3991006;100
2002001;3991007;100
2002001;3991008;100
2002001;3991009;100
2002001;3991010;100
2002001;3991011;100
2002001;3991012;100
2002001;3991013;100
2002001;3991014;100
2002001;3991015;100
2002001;3991016;100
2002001;3991017;100
2002001;3991018;100
2002001;3991019;100
2002001;3991020;100
2002001;3991021;100
2002001;3991022;100
2002001;3991023;100
2002001;3991024;100
2002001;3991025;100
2002001;3991026;100
2002001;3991027;100
2002001;3991028;100
2002001;3991029;100
2002001;3991030;100
2002001;3991031;100
2002001;3991032;100
2002001;3991033;100
2002001;3991034;100
2002001;3991035;100
2002001;3991036;100
2002001;3991037;100
2002001;3991038;100
2002001;3991039;100
2002001;3991040;100
2002001;3991041;100
2002001;3991042;100
2002001;3991043;100
2002001;3991044;100
2002001;3991045;100
2002001;3991046;100
2002001;3991047;100
2002001;3991048;100
2002001;3991049;100
2002001;3991050;100
2002001;3991051;100
2002001;3992000;150
2002001;3992001;150
2002001;3992002;150
2002001;3992003;150
2002001;3992004;150
2002001;3992005;150
2002001;3992006;150
2002001;3992007;150
2002001;3992008;150
2002001;3992009;150
2002001;3992010;150
2002001;3992011;150
2002001;3992012;150
2002001;3992013;150
2002001;3992014;150
2002001;3992015;150
2002001;3992016;150
2002001;3992017;150
2002001;3992018;150
2002001;3992019;150
2002001;3992020;150
2002001;3992021;150
2002001;3992022;150
2002001;3992023;150
2002001;3992027;150
2002001;3992028;150
2002001;3992029;150
2002001;3992030;150
2002001;3992031;150
2002001;3992032;150
2002001;3992033;150
2002001;3992034;150
2002001;3992035;150
2002001;3992036;150
2002001;3992037;150
2002001;3992038;150
2010004;2120000;30
2010004;2260000;1000
2010004;4160026;1000
2010004;4160000;1000
2010004;4160001;1000
2010004;4160002;1000
2010004;4160003;1000
2010004;4160004;1000
2010004;4160005;1000
2010004;4160006;1000
2010004;4160007;1000
2010004;4160008;1000
2010004;4160009;1000
2010004;4160010;1000
2010004;4160020;1000
2010004;4160014;1000
2010004;4160017;1000
2010004;4160013;1000
2010004;4160012;1000
2010004;4160015;1000
2010004;4160022;1000
2010004;4160023;1000
2010004;4160024;1000
2012003;1302008;40000
2012003;1312005;40000
2012003;1322014;40000
2012003;1332009;42000
2012003;1332012;40000
2012003;1372003;38000
2012003;1382002;20000
2012003;1402002;150000
2012003;1412006;45000
2012003;1422001;45000
2012003;1432002;60000
2012003;1442001;60000
2012003;1452005;150000
2012003;1462000;30000
2012003;1472001;20000
2012003;2070000;
2012003;2070001;
2012003;2070002;
2012003;2070003;
2012003;2070004;
2012003;2070005;
2012003;2070006;
2012003;2070007;
2012003;2070008;
2012003;2070009;
2012003;2070010;
2012003;2070011;
2012003;2070016;
2012004;1002023;120000
2012004;1040021;40000
2012004;1040026;40000
2012004;1051010;60000
2012004;1051011;60000
2012004;1051012;60000
2012004;1051013;60000
2012004;1060016;38000
2012004;1060017;38000
2012004;1060018;38000
2012004;1060019;38000
2012004;1092006;60000
2012004;1002064;40000
2012004;1041041;42000
2012004;1041042;42000
2012004;1041043;42000
2012004;1050003;40000
2012004;1050026;40000
2012004;1050027;40000
2012004;1050028;40000
2012004;1061034;40000
2012004;1061035;40000
2012004;1061036;40000
2012004;1002161;30000
2012004;1002162;30000
2012004;1002163;30000
2012004;1002164;30000
2012004;1002165;30000
2012004;1040069;50000
2012004;1040070;50000
2012004;1040067;50000
2012004;1040068;50000
2012004;1041056;50000
2012004;1041054;50000
2012004;1041055;50000
2012004;1060059;44000
2012004;1060058;44000
2012004;1060056;44000
2012004;1060057;44000
2012004;1061052;44000
2012004;1061050;44000
2012004;1061051;44000
2012004;1002171;30000
2012004;1002172;30000
2012004;1002173;30000
2012004;1002174;30000
2012004;1002175;30000
2012004;1040057;45000
2012004;1040058;45000
2012004;1040059;45000
2012004;1040060;45000
2012004;1041047;45000
2012004;1041048;45000
2012004;1041049;45000
2012004;1041050;45000
2012004;1060043;40000
2012004;1060044;40000
2012004;1060045;40000
2012004;1060046;40000
2012004;1061043;40000
2012004;1061044;40000
2012004;1061045;40000
2012004;1061046;40000
2012004;2070000;
2012004;2070001;
2012004;2070002;
2012004;2070003;
2012004;2070004;
2012004;2070005;
2012004;2070006;
2012004;2070007;
2012004;2070008;
2012004;2070009;
2012004;2070010;
2012004;2070011;
2012004;2070016;
2012005;2000000;50
2012005;2000001;160
2012005;2000002;320
2012005;2000003;200
2012005;2000006;620
2012005;2002000;500
2012005;2002001;400
2012005;2002002;500
2012005;2002004;500
2012005;2002005;500
2012005;2022003;1100
2012005;2022000;1650
2012005;2001000;3200
2012005;2001001;2300
2012005;2001002;4000
2012005;2010000;30
2012005;2010002;50
2012005;2010001;106
2012005;2010003;100
2012005;2010004;310
2012005;2020028;3000
2012005;2050000;200
2012005;2050001;200
2012005;2050002;300
2012005;2050003;500
2012005;2030000;400
2012005;2060000;1
2012005;2061000;1
2012005;2120008;200
2012005;2070000;500
2012005;;
2012005;2070001;
2012005;2070002;
2012005;2070003;
2012005;2070004;
2012005;2070005;
2012005;2070006;
2012005;2070007;
2012005;2070008;
2012005;2070009;
2012005;2070010;
2012005;2070011;
2012005;2070016;
2020001;1302004;100000
2020001;1302009;225000
2020001;1312006;100000
2020001;1312007;175000
2020001;1322015;100000
2020001;1322016;175000
2020001;1332001;200000
2020001;1332014;375000
2020001;1332011;425000
2020001;1372001;175000
2020001;1372000;400000
2020001;1402006;350000
2020001;1402007;450000
2020001;1412004;200000
2020001;1412005;250000
2020001;1422008;200000
2020001;1422007;250000
2020001;1432003;175000
2020001;1432005;225000
2020001;1442003;175000
2020001;1442009;300000
2020001;1452006;250000
2020001;1452007;375000
2020001;1462004;200000
2020001;1462005;250000
2020001;1472004;30000
2020001;1472007;60000
2020001;2070000;
2020001;2070001;
2020001;2070002;
2020001;2070003;
2020001;2070004;
2020001;2070005;
2020001;2070006;
2020001;2070007;
2020001;2070008;
2020001;2070009;
2020001;2070010;
2020001;2070011;
2020001;2070016;
2022000;1072168;30000
2022000;1072169;28000
2022000;1072170;29000
2022000;1072171;29000
2022000;1002004;160000
2022000;1040000;200000
2022000;1040085;200000
2022000;1041084;200000
2022000;1041085;200000
2022000;1050000;112500
2022000;1050021;112500
2022000;1051001;112500
2022000;1051014;112500
2022000;1060075;180000
2022000;1060074;180000
2022000;1061083;180000
2022000;1061084;180000
2022000;1092001;100000
2022000;1092002;200000
2022000;1002141;96000
2022000;1002142;96000
2022000;1002143;96000
2022000;1002144;96000
2022000;1041052;120000
2022000;1041051;120000
2022000;1050031;300000
2022000;1050002;300000
2022000;1050035;450000
2022000;1050038;450000
2022000;1050036;450000
2022000;1050037;450000
2022000;1051023;450000
2022000;1051025;450000
2022000;1051024;450000
2022000;1051027;450000
2022000;1061048;120000
2022000;1061047;120000
2022000;1002138;100000
2022000;1002139;100000
2022000;1002135;100000
2022000;1002137;100000
2022000;1040072;114000
2022000;1040073;114000
2022000;1040074;114000
2022000;1040076;114000
2022000;1040081;180000
2022000;1040079;180000
2022000;1041066;114000
2022000;1041069;114000
2022000;1041065;114000
2022000;1041067;114000
2022000;1041082;180000
